game.rom	game.name	game.publisher	game.year	game.genre	game.romof	game.bios	game.cloneof	game.coinslots	game.control.buttons	game.control.count	game.control.type	monitor.count	monitor.freq	monitor.orientation	monitor.ratio.horizontal	monitor.ratio.vertical	monitor.resolution.horizontal	monitor.resolution.vertical	monitor.type
mirderby	Miracle Derby - Ascot	Home Data?	1988					1	10	0	dial		59	H			432	224	R	
mirninja	Mirai Ninja (Japan)	Namco	1988	Platform / Shooter Scrolling				2	3	2	joy8way		60.606061	H			288	224	R	
misncrft	Mission Craft (version 2.4)	Sun	2000					2	4	2	joy8way		60	V			320	240	R	
missb2	Miss Bubble II	Alpha Co.	1996	Platform / Run Jump				2	2	2	joy2way		60	H			256	224	R	
missile	Missile Command (rev 3)	Atari	1980	Shooter / Command				3	3	2	trackball		61.035156	H			256	232	R	
missile2	Missile Command (rev 2)	Atari	1980	Shooter / Command	missile	missile		3	3	2	trackball		61.035156	H			256	232	R	
missmw96	Miss Mister World '96 (Nude)	Comad	1996	Puzzle / Outline	missw96	missw96		2	1	2	joy8way		60	H			256	224	R	
missw96	Miss World '96 (Nude) (C-3000A PCB, set 1)	Comad	1996	Puzzle / Outline				2	1	2	joy8way		60	H			256	224	R	
missw96a	Miss World '96 (Nude) (C-3000A PCB, set 2)	Comad	1996	Puzzle / Outline		missw96	missw96			2				H	4	3	256	224	R	
missw96b	Miss World '96 (Nude) (C-3000A PCB, set 3)	Comad	1996	Puzzle / Outline		missw96	missw96			2				H	4	3	256	224	R	
missw96c	Miss World '96 (Nude) (C-3000B PCB)	Comad	1996	Puzzle / Outline		missw96	missw96			2				H	4	3	256	224	R	
mizubaku	Mizubaku Daibouken (Japan)	Taito Corporation	1990	Platform / Fighter Scrolling	liquidk	liquidk		2	2	2	joy8way		60	H			320	224	R	
mj2	Sega Network Taisen Mahjong MJ 2 (Rev C) [GDX-0006C]	Sega	2005		chihiro	chihiro		4	6	0	joy8way		60	H			640	480	R	
mj3	Sega Network Taisen Mahjong MJ 3 (Rev D) [GDX-0017D]	Sega	2005		chihiro	chihiro		4	6	0	joy8way		60	H			640	480	R	
mj4simai	Wakakusamonogatari Mahjong Yonshimai (Japan)	Maboroshi Ware	1996	Tabletop / Mahjong				2	3	2	joy8way		60	H			384	240	R	
mjanbari	Medal Mahjong Janjan Baribari [BET] (Japan)	Nichibutsu / Yubis / AV Japan	1992	Tabletop / Mahjong	janbari	janbari		2	2	2	joy4way		60	H			640	240	R	
mjangels	Mahjong Angels - Comic Theater Vol.2 (Japan)	Dynax	1991	Tabletop / Mahjong				1	3	2	joy8way		60	H			336	240	R	
mjapinky	Almond Pinky [BET] (Japan)	Dynax	1988					2	3	2	joy8way		60	H			256	240	R	
mjcamera	Mahjong Camera Kozou (set 1) (Japan 881109)	Miki Syouji	1988	Tabletop / Mahjong				2	5	2	joy8way		60	H			512	224	R	
mjcamerb	Mahjong Camera Kozou (set 2) (Japan 881109)	Miki Syouji	1989					2	2	2	joy4way		60	H			512	224	R	
mjchuuka	Mahjong Chuukanejyo (China)	Dynax	1998					2	2	2	joy8way		60	H			336	240	R	
mjclinic	Mahjong Clinic (Japan, set 1)	Home Data	1988	Tabletop / Mahjong				1	10	1	dial		59	H			432	224	R	
mjclub	Mahjong Club [BET] (Japan)	Xex	1986?					2	3	2	joy8way		60	H			256	240	R	
mjcomv1	Mahjong Comic Gekijou Vol.1 (Japan)	Dynax	1991					1	3	2	joy8way		60	H			336	240	R	
mjdchuka	Mahjong The Dai Chuuka Ken (China, v. D111)	Dynax	1995					2	1	2	joy8way		60	H			336	240	R	
mjdejav2	Mahjong Shinkirou Deja Vu 2 (Japan)	Dynax	1989		mjdejavu	mjdejavu		2	3	2	joy8way		60	H			256	240	R	
mjdejavu	Mahjong Shinkirou Deja Vu (Japan)	Dynax	1989					2	3	2	joy8way		60	H			256	240	R	
mjderngr	Mahjong Derringer (Japan)	Dynax	1989	Tabletop / Mahjong				2	3	2	joy8way		60	H			256	240	R	
mjdialq2	Mahjong Dial Q2 (Japan)	Dynax	1991	Tabletop / Mahjong				1	3	2	joy8way		60	H			256	240	R	
mjdiplob	Mahjong Diplomat [BET] (Japan)	Dynax	1987	Tabletop / Mahjong				2	3	2	joy8way		60	H			256	240	R	
mjegolf	Mahjong Erotica Golf (Japan)	Fujic / AV Japan	1994	Tabletop / Mahjong				2	2	2	joy4way		60	H			640	240	R	
mjelct3	Mahjong Electron Base (parts 2 & 3, Japan)	Dynax	1990		mjelctrn	mjelctrn		2	1	2	paddle		60	H			508	240	R	
mjelct3a	Mahjong Electron Base (parts 2 & 3, alt., Japan)	Dynax	1990		mjelctrn	mjelctrn		2	1	2	paddle		60	H			508	240	R	
mjelctrb	Mahjong Electron Base (parts 2 & 4, Japan, BOOTLEG)	bootleg	1993		mjelctrn	mjelctrn		2	1	2	paddle		60	H			508	240	R	
mjelctrn	Mahjong Electron Base (parts 2 & 4, Japan)	Dynax	1993					2	1	2	paddle		60	H			508	240	R	
mjflove	Mahjong Fantasic Love (Japan)	Nakanihon	1996					2	1	2	joy8way		60	H			336	240	R	
mjfocus	Mahjong Focus (Japan 890313)	Nichibutsu	1989	Tabletop / Mahjong				1	2	2	joy4way		60	H			512	240	R	
mjfocusm	Mahjong Focus [BET] (Japan 890510)	Nichibutsu	1989	Tabletop / Mahjong	mjfocus	mjfocus		2	2	2	joy4way		60	H			512	224	R	
mjfriday	Mahjong Friday (Japan)	Dynax	1989	Tabletop / Mahjong				1	3	2	joy8way		60	H			256	240	R	
mjgaiden	Mahjong Gaiden [BET] (Japan 870803)	Central Denshi	1987					2	5	2	joy8way		60	H			512	224	R	
mjgottsu	Mahjong Gottsu ee-kanji (Japan)	Nichibutsu	1991	Tabletop / Mahjong				2	2	2	joy4way		60	H			640	240	R	
mjgottub	Medal Mahjong Gottsu ee-kanji [BET] (Japan)	Nichibutsu	1991					1	2	2	joy4way		60	H			640	240	R	
mjgtaste	Mahjong G-Taste	Psikyo	2002	Tabletop / Mahjong				2	1	1	joy8way		60	H			320	224	R	
mjhokite	Mahjong Hourouki Okite (Japan)	Home Data	1988	Tabletop / Mahjong				1	10	1	dial		59	H			432	224	R	
mjifb	Mahjong If...? [BET]	Dynax	1990	Tabletop / Mahjong				2	3	2	joy8way		60	H			256	240	R	
mjifb2	Mahjong If...? [BET](2921)	Dynax	1990		mjifb	mjifb		2	3	2	joy8way		60	H			256	240	R	
mjifb3	Mahjong If...? [BET](2931)	Dynax	1990		mjifb	mjifb		2	3	2	joy8way		60	H			256	240	R	
mjikaga	Mahjong Ikaga Desu ka (Japan)	Mitchell	1991?	Tabletop / Mahjong				1	3	2	joy4way		59	H			432	224	R	
mjkinjas	Mahjong Kinjirareta Asobi (Japan)	Home Data	1991	Tabletop / Mahjong				1	3	2	joy4way		59	H			432	224	R	
mjkjidai	Mahjong Kyou Jidai (Japan)	Sanritsu	1986	Tabletop / Mahjong				1	4	2	vjoy2way		60	H			464	224	R	
mjkoiura	Mahjong Koi Uranai (Japan set 1)	Nichibutsu	1992	Tabletop / Mahjong				2	2	2	joy4way		60	H			640	240	R	
mjkojink	Mahjong Kojinkyouju (Private Teacher) (Japan)	Home Data	1989	Tabletop / Mahjong				1	3	2	joy4way		59	H			432	224	R	
mjlaman	Mahjong La Man (Japan)	Nichibutsu / AV Japan	1993	Tabletop / Mahjong				2	2	2	joy4way		60	H			640	240	R	
mjleague	Major League	Sega	1985	Sports / Baseball				2	5	2	trackball		60	V			320	224	R	
mjlstory	Mahjong Jikken Love Story (Japan)	Nichibutsu	1991	Tabletop / Mahjong				1	2	2	joy4way		60	H			640	240	R	
mjmyornt	Mahjong The Mysterious Orient	Dynax	1994			mjmyorn2		2	4	1	joy8way		60	H			336	240	R	
mjmyster	Mahjong The Mysterious World (set 1)	Dynax	1994					2	4	1	joy8way		60	H			336	240	R	
mjmyuniv	Mahjong The Mysterious Universe	Dynax	1994					2	4	1	joy8way		60	H			336	240	R	
mjmywrld	Mahjong The Mysterious World (set 2)	Dynax	1994		mjmyster	mjmyster		2	4	1	joy8way		60	H			336	240	R	
mjnanpaa	Mahjong Nanpa Story (Japan 890712)	Brooks	1989	Tabletop / Mahjong	mjnanpas	mjnanpas		1	2	2	joy4way		60	H			512	240	R	
mjnanpas	Mahjong Nanpa Story (Japan 890713)	Brooks	1989	Tabletop / Mahjong				1	2	2	joy4way		60	H			512	240	R	
mjnanpau	Mahjong Nanpa Story (Ura) (Japan 890805)	Brooks	1989	Tabletop / Mahjong	mjnanpas	mjnanpas		1	2	2	joy4way		60	H			512	240	R	
mjnatsu	Mahjong Natsu Monogatari (Japan)	Video System Co.	1989	Tabletop / Mahjong				1	2	1	joy2way		60	H			352	240	R	
mjnquesb	Mahjong Quest (No Nudity)		1990	Tabletop / Mahjong			mjnquest			1			60	H	4	3	320	224	R	
mjnquest	Mahjong Quest (Japan)	Taito Corporation	1990	Tabletop / Mahjong				2	3	1	joy8way		60	H			320	224	R	
mjnquestb	Mahjong Quest (No Nudity)	Taito Corporation	1990	Tabletop / Mahjong	mjnquest	mjnquest		2	3	1	joy8way		60	H			320	224	R	
mjprivat	Mahjong Private (Japan)	Matoba	1991					1	3	1	joy4way		59	H			432	224	R	
mjreach	Mahjong Reach (bootleg)	bootleg / Dynax	1994					2	3	2	joy8way		60	H			508	240	R	
mjreach1	Mahjong Reach Ippatsu (Japan)	Nihon System	1998					2	2	2	joy8way		60	H			336	240	R	
mjsenka	Mahjong Senka (Japan)	Visco	1986					3	3	2	joy8way		60	H			256	240	R	
mjsikakb	Mahjong Shikaku (Japan 880722)	Nichibutsu	1988	Tabletop / Mahjong	mjsikaku	mjsikaku		2	5	2	joy8way		60	H			512	224	R	
mjsikakc	Mahjong Shikaku (Japan 880806)	Nichibutsu	1988		mjsikaku	mjsikaku		2	5	2	joy8way		60	H			512	224	R	
mjsikakd	Mahjong Shikaku (Japan 880802)	Nichibutsu	1988		mjsikaku	mjsikaku		2	5	2	joy8way		60	H			512	224	R	
mjsikaku	Mahjong Shikaku (Japan 880908)	Nichibutsu	1988	Tabletop / Mahjong				2	5	2	joy8way		60	H			512	224	R	
mjsister	Mahjong Sisters (Japan)	Toaplan	1986	Tabletop / Mahjong				2	2	1	joy8way		60	H			260	240	R	
mjsiyoub	Mahjong Shiyou (Japan)	Visco	1986					3	3	2	joy8way		60	H			256	240	R	
mjtensin	Mahjong Tensinhai (Japan)	Dynax	1995					2	1	2	joy8way		60	H			256	240	R	
mjuraden	Mahjong Uranai Densetsu (Japan)	Nichibutsu / Yubis	1992	Tabletop / Mahjong				2	2	2	joy4way		60	H			640	240	R	
mjvegas	Mahjong Vegas (Japan)	Dynax	1991		mjvegasa	mjvegasa		2	3	2	joy8way		60	H			256	240	R	
mjvegasa	Mahjong Vegas (Japan, unprotected)	Dynax	1991					2	3	2	joy8way		60	H			256	240	R	
mjyarou	Mahjong Yarou [BET] (Japan)	Visco / Video System	1986					3	3	2	joy8way		60	H			256	240	R	
mjyougo	Mahjong-yougo no Kisotairyoku (Japan)	Home Data	1989	Tabletop / Mahjong				1	3	2	joy4way		59	H			432	224	R	
mjyuugi	Mahjong Yuugi (Japan set 1)	Visco	1990	Tabletop / Mahjong				1	7	2	joy8way		60	H			384	240	R	
mjyuugia	Mahjong Yuugi (Japan set 2)	Visco	1990	Tabletop / Mahjong	mjyuugi	mjyuugi		1	7	2	joy8way		60	H			384	240	R	
mjzoomin	Mahjong Channel Zoom In (Japan)	Jaleco	1990	Tabletop / Mahjong				2	2	2	joy8way		60	H			256	224	R	
mk	Mortal Kombat (rev 5.0 T-Unit 03/19/93)	Midway	1992	Fighter / Versus				4	6	2	joy8way		27.407585	H			400	254	R	
mk2	Mortal Kombat II (rev L3.1)	Midway	1993	Fighter / Versus				4	6	2	joy8way		27.407585	H			400	254	R	
mk2chal	Mortal Kombat II Challenger (hack)	hack	1993	Fighter / Versus	mk2	mk2		4	6	2	joy8way		27.407585	H			400	254	R	
mk2r11	Mortal Kombat II (rev L1.1)	Midway	1993			mk2		4	6	2	joy8way		54.815170	H			399	254	R	
mk2r14	Mortal Kombat II (rev L1.4)	Midway	1993	Fighter / Versus	mk2	mk2		4	6	2	joy8way		27.407585	H			400	254	R	
mk2r21	Mortal Kombat II (rev L2.1)	Midway	1993	Fighter / Versus	mk2	mk2		4	6	2	joy8way		27.407585	H			400	254	R	
mk2r30	Mortal Kombat II (rev L3.0)	Midway	1993		mk2	mk2		4	6	2	joy8way		27.407585	H			399	254	R	
mk2r31e	Mortal Kombat II (rev L3.1 (European))	Midway	1993		mk2	mk2		4	6	2	joy8way		27.407585	H			399	254	R	
mk2r32	Mortal Kombat II (rev L3.2 (European))		1993	Fighter / Versus	mk2			4	6	2	joy8way		27.407585	H			400	254	R	
mk2r42	Mortal Kombat II (rev L4.2, hack)	hack	1993	Fighter / Versus	mk2	mk2		4	6	2	joy8way		27.407585	H			400	254	R	
mk2r91	Mortal Kombat II (rev L9.1, hack)	hack	1993	Fighter / Versus	mk2	mk2		4	6	2	joy8way		27.407585	H			400	254	R	
mk3	Mortal Kombat 3 (rev 2.1)	Midway	1994	Fighter / Versus				4	6	2	joy8way		54.81517	H			400	254	R	
mk3ghw	Mortal Kombat 3 (bootleg of Megadrive version)		1996							2			60	H			256	224	R	
mk3mdb	Mortal Kombat 3 (bootleg of Megadrive version)	bootleg / Midway	1996					2	6	2	joy8way		60.000000	H			256	224	R	
mk3p40	Mortal Kombat 3 (rev 1 chip label p4.0)	Midway	1994	Fighter / Versus	mk3	mk3		4	6	2	joy8way		54.81517	H			400	254	R	
mk3r10	Mortal Kombat 3 (rev 1.0)	Midway	1994	Fighter / Versus	mk3	mk3		4	6	2	joy8way		54.81517	H			400	254	R	
mk3r20	Mortal Kombat 3 (rev 2.0)	Midway	1994	Fighter / Versus	mk3	mk3		4	6	2	joy8way		54.81517	H			400	254	R	
mk4	Mortal Kombat 4 (version 3.0)	Midway	1997					4	6	2	joy8way		56.665468	H			400	256	R	
mk4a	Mortal Kombat 4 (version 2.1)	Midway	1997		mk4	mk4		4	6	2	joy8way		56.665468	H			400	256	R	
mk4b	Mortal Kombat 4 (version 1.0)	Midway	1997		mk4	mk4		4	6	2	joy8way		56.665468	H			400	256	R	
mkeibaou	Mahjong Keibaou (Japan)	Nichibutsu	1993	Tabletop / Mahjong				2	2	2	joy4way		60	H			640	240	R	
mkla1	Mortal Kombat (rev 1.0 08/09/92)	Midway	1992	Fighter / Versus	mk	mk		3	6	2	joy8way		54.81517	H			410	256	R	
mkla2	Mortal Kombat (rev 2.0 08/18/92)	Midway	1992	Fighter / Versus	mk	mk		3	6	2	joy8way		54.81517	H			410	256	R	
mkla3	Mortal Kombat (rev 3.0 08/31/92)	Midway	1992	Fighter / Versus	mk	mk		3	6	2	joy8way		54.81517	H			410	256	R	
mkla4	Mortal Kombat (rev 4.0 09/28/92)	Midway	1992	Fighter / Versus	mk	mk		3	6	2	joy8way		54.81517	H			410	256	R	
mkoiuraa	Mahjong Koi Uranai (Japan set 2)	Nichibutsu	1992		mjkoiura	mjkoiura		2	2	2	joy4way		60	H			640	240	R	
mkprot4	Mortal Kombat (prototype, rev 4.0 07/14/92)	Midway	1992			mk		3	6	2	joy8way		54.815170	H			399	254	R	
mkprot8	Mortal Kombat (prototype, rev 8.0 07/21/92)	Midway	1992		mk	mk		3	6	2	joy8way		54.81517	H			399	254	R	
mkprot9	Mortal Kombat (prototype, rev 9.0 07/28/92)	Midway	1992	Fighter / Versus	mk	mk		3	6	2	joy8way		54.81517	H			410	256	R	
mkr4	Mortal Kombat (rev 4.0 T-Unit 02/11/93)	Midway	1992	Fighter / Versus	mk	mk		4	6	2	joy8way		27.407585	H			400	254	R	
mktturbo	Mortal Kombat (Turbo Ninja T-Unit 03/19/93, hack)	hack	1992		mk	mk		4	6	2	joy8way		27.407585	H			399	254	R	
mkyawdim	Mortal Kombat (Yawdim bootleg)	bootleg (Yawdim)	1992		mk	mk		3	6	2	joy8way		54.81517	H			399	254	R	
mkyturbo	Mortal Kombat (Turbo 3.1 09/09/93, hack)	hack	1992		mk	mk		3	6	2	joy8way		54.81517	H			399	254	R	
mladyhtr	Mahjong The Lady Hunter (Japan 900509)	Nichibutsu	1990	Tabletop / Mahjong				1	2	2	joy4way		60	H			512	240	R	
mlander	Moon Lander (bootleg of Lunar Rescue)	bootleg (Leisure Time Electronics)	1980		lrescue	lrescue		1	1	2	joy2way		59.541985	V			260	224	R	
mlanding	Midnight Landing (Germany)	Taito America Corporation	1987					2	2	1	stick		60	H			512	400	R	
m_lotsse	Lotus SE (Dutch)		1988					5	2	1	lightgun									
m_luvjub	Luvvly Jubbly (UK Multisite 10/25p, Game Card 95-750-808)		1996					8	9	1	lightgun		50	H			72	21	R	
mmaiko	Maikobana [BET] (Japan 900911)	Nichibutsu	1990					1	2	2	joy4way		60	H			512	240	R	
mmancp2u	Mega Man: The Power Battle (CPS2, USA 951006, SAMPLE Version)	Capcom	1995	Fighter / Versus Co-op	megaman	megaman		2	3	2	joy8way		59.629403	H			384	224	R	
mmancp2ur1	Mega Man: The Power Battle (CPS2, USA 950926, SAMPLE Version)	Capcom	1995	Fighter / Versus Co-op		megaman	megaman			2				H	4	3	384	224	R	
mmatrix	Mars Matrix: Hyper Solid Shooting (USA 000412)	Takumi (Capcom license)	2000	Shooter / Flying Vertical				2	1	2	joy8way		59.629403	H			384	224	R	
mmatrixd	Mars Matrix: Hyper Solid Shooting (USA 000412 Phoenix Edition) (bootleg)	bootleg	2000	Shooter / Flying Vertical	mmatrix	mmatrix		2	1	2	joy8way		59.629403	H			384	224	R	
mmatrixj	Mars Matrix: Hyper Solid Shooting (Japan 000412)	Takumi (Capcom license)	2000	Shooter / Flying Vertical	mmatrix	mmatrix		2	1	2	joy8way		59.629403	H			384	224	R	
mmaulers	Monster Maulers (ver EAA)	Konami	1993	Fighter / Versus Co-op				2	3	4	joy8way		59.185606	H			288	224	R	
mmaze	Marchen Maze (Japan)	Namco	1988	Maze / Shooter Large				2	3	2	joy8way		60.60606	H			288	224	R	
mmcamera	Mahjong Camera Kozou [BET] (Japan 890509)	Miki Syouji	1989	Tabletop / Mahjong	mjcamerb	mjcamerb		1	5	2	joy8way		60	H			512	224	R	
mmehyou	Medal Mahjong Circuit no Mehyou [BET] (Japan)	Nichibutsu / Kawakusu	1992	Tabletop / Mahjong				2	2	2	joy4way		60	H			640	240	R	
mmonkey	Minky Monkey	Technos Japan / Roller Tron	1982	Puzzle / Misc.				2	1	2	joy4way		57.444853	V			240	240	R	
mmpanic	Monkey Mole Panic (USA)	Nakanihon / East Technology (Taito license)	1992	Whac-A-Mole / Hammer				1	4	1	joy8way		60	H			336	240	R	
mmsikaku	Mahjong Shikaku [BET] (Japan 880929)	Nichibutsu	1988		mjsikaku	mjsikaku		2	5	2	joy8way		60	H			512	224	R	
mnchmobl	Munch Mobile (US)	SNK (Centuri license)	1983	Driving / Guide and Collect	joyfulr	joyfulr		1	2	2	doublejoy8way		57	V			320	240	R	
mnight	Mutant Night	UPL (Kawakus license)	1987	Shooter / Misc.				2	2	2	joy8way		59.61	H			256	192	R	
mnumber	Mystery Number	MM / BRL Bologna	200?					1	8	1	joy8way		60	H			512	256	R	
mnumitg	Magic Number (Italian Gambling Game, Ver 1.5)	<unknown>	200?					1	8	1>	joy8way		60.000000	H			512	256	R	
mocapb	Mocap Boxing (ver AAA)	Konami	2001		kviper	kviper		1	9	0	trackball		60	H			800	600	R	
mocapbj	Mocap Boxing (ver JAA)	Konami	2001		mocapb	mocapb		1	9	0	trackball		60	H			800	600	R	
mocapglf	Mocap Golf (ver UAA)	Konami	2001		kviper	kviper		1	9	0	trackball		60	H			800	600	R	
modelr	unknown Model Racing gun game		19??					1	1	2	joy2way		59.541985	H			260	224	R	
moegonta	Moeyo Gonta!! (Japan)	Yanyaka	1993	Puzzle / Outline	ladykill	ladykill		2	2	2	joy8way		60	V			320	240	R	
moeru	Moeru Casinyo (GDL-0013)	Altron	2002		naomigd	naomigd		2	6	2	joy8way		60	H			640	480	R	
mofflott	Maze of Flott (Japan)	Taito Corporation	1989	Maze / Driving				2	2	2	joy8way		60	V			320	240	R	
moguchan	Mogu Chan (bootleg?)	Orca (Eastern Commerce Inc. license)	1982	Maze / Collect				1	1	2	joy8way		60	V			256	224	R	
mogura	Mogura Desse (Japan)	Konami	1991	Whac-A-Mole / Gun				4	3	4	joy8way		60	H			320	256	R	
mok	The Maze of the Kings (GDS-0022)	Sega	2002		naomigd	naomigd		2	6	2	joy8way		60	H			640	480	R	
m_oldtmr	Old Timer		198?					4	7	1	lightgun									
mole	Mole Attack	Yachiyo Electronics, Ltd.	1982	Whac-A-Mole / Hammer				1	2	2	dial		60	H			320	200	R	
momoko	Momoko 120% (Japanese text)	Jaleco	1986	Platform / Run Jump				1	2	2	joy8way		60	H			240	216	R	
moneybnk	Money Bank (Australia)	Konami	199?					1	5	0	joy8way		60	H			512	256	R	
moneymac	Money Machine (Version 1.7E Dual)	Amcoe	2005					3	12	1	joy8way		60	H			512	288	R	
moneymacd1	Money Machine (Version 1.7R)	Amcoe	2005		moneymac	moneymac		3	12	1	joy8way		60	H			512	288	R	
moneymacd2	Money Machine (Version 1.7LT)	Amcoe	2005		moneymac	moneymac		3	12	1	joy8way		60	H			512	288	R	
moneymacv1	Money Machine (Version 1.7R Dual)	Amcoe	2005		moneymac	moneymac		3	12	1	joy8way		60	H			512	288	R	
moneymacv2	Money Machine (Version 1.7LT Dual)	Amcoe	2005		moneymac	moneymac		3	12	1	joy8way		60	H			512	288	R	
mongolnw	Mongolfier New (italian)	<unknown>	199?					2	4	1	trackball		60	H			384	232	R	
monkelf	Monky Elf (Korean bootleg of Avenging Spirit)	bootleg	1990	Platform / Fighter Scrolling	avspirit	avspirit		2	2	2	joy8way		60	H			256	224	R	
monkeyba	Monkey Ball (GDS-0008)	Sega	2001		naomigd	naomigd		2	6	2	joy8way		60	H			640	480	R	
monkeyd	Monkey Donkey	bootleg	1981	Platform / Run Jump	ckong	ckong		2	1	2	joy4way		60	V			256	224	R	
monoplcl	Monopoly Classic	JPM	1995		monopoly	monopoly		4	1	1	lightgun		57.784763	H			508	254	R	
monopldx	Monopoly Deluxe	JPM	1995					4	1	1	lightgun		57.784763	H			508	254	R	
monopoly	Monopoly	JPM	1994					4	1	1	lightgun		57.784763	H			508	254	R	
monsterb	Monster Bash	Sega	1982	Platform / Shooter				2	1	2	joy4way		59.998138	V			256	224	R	
monsterb2	Monster Bash (2 board version)	Sega	1982		monsterb	monsterb		2	1	2	joy4way		59.998138	V			256	224	R	
monsterz	Monster Zero	Nihon Game	1982					2	2	2	joy8way		60.606061	H			768	224	R	
montecar	Monte Carlo	Atari	1979	Driving / Race				2	6	1	dial		60	V			320	240	R	
monymony	Money Money (set 1)	Zaccaria	1983	Maze / Collect				3	1	2	joy8way		60	V			256	224	R	
monzagp	Monza GP	Olympia	1981					2	2	0	dial		60	V			256	256	R	
moo	Wild West C.O.W.-Boys of Moo Mesa (ver EA)		1992	Platform / Shooter Scrolling				4	2	4	joy8way		60	H			384	224	R	
mooaa	Wild West C.O.W.-Boys of Moo Mesa (ver AA)		1992		moo			4	2	4	joy8way		60	H			384	224	R	
moobl	Wild West C.O.W.-Boys of Moo Mesa (bootleg ver AA)		1992	Platform / Shooter Scrolling	moo			4	2	4	joy8way		60	H			384	224	R	
moomesa	Wild West C.O.W.-Boys of Moo Mesa (ver EAB)	Konami	1992	Platform / Shooter Scrolling						4				H	4	3	384	224	R	
moomesaaab	Wild West C.O.W.-Boys of Moo Mesa (ver AAB)	Konami	1992	Platform / Shooter Scrolling		moomesa	moomesa			4				H	4	3	384	224	R	
moomesauab	Wild West C.O.W.-Boys of Moo Mesa (ver UAB)	Konami	1992	Platform / Shooter Scrolling		moomesa	moomesa			4				H	4	3	384	224	R	
moomesauac	Wild West C.O.W.-Boys of Moo Mesa (ver UAC)	Konami	1992	Platform / Shooter Scrolling		moomesa	moomesa			4				H	4	3	384	224	R	
moonal2	Moon Alien Part 2	Namco / Nichibutsu	1980	Shooter / Gallery	galaxian	galaxian		2	1	2	joy2way		60.606061	V			768	224	R	
moonal2b	Moon Alien Part 2 (older version)	Namco / Nichibutsu	1980	Shooter / Gallery	galaxian	galaxian	moonal2	2	1	2	joy2way		60.606061	V			768	224	R	
moonaln	Moon Alien	Namco / Nichibutsu (Karateco license?)	1979	Shooter / Gallery	galaxian	galaxian		2	1	2	joy2way		60.606061	V			768	224	R	
moonbase	Moon Base Zeta (set 1)	Taito / Nichibutsu	1979	Shooter / Gallery	invadpt2	invadpt2		1	1	2	joy2way		59.541985	V			260	224	R	
moonbasea	Moon Base (set 2)	Taito / Nichibutsu	1979			invadpt2		1	1	2	joy2way		59.541985	V			260	224	R	
mooncmw	Moon War (Moon Cresta bootleg)	bootleg	198?	Shooter / Gallery	mooncrst	mooncrst		2	1	2	joy2way		60.606061	V			768	224	R	
mooncptc	Moon Cresta (Petaco S.A. Spanish bootleg)	bootleg (Petaco S.A.)	1980?	Shooter / Gallery		mooncrst	mooncrst			1				V	3	4	768	224	R	
mooncreg	Moon Cresta (Electrogame S.A. Spanish bootleg)	bootleg (Electrogame S.A.)	1980	Shooter / Gallery		mooncrst	mooncrst			2				V	3	4	768	224	R	
mooncrgx	Moon Cresta (Galaxian hardware)	bootleg	1980	Shooter / Gallery	mooncrst	mooncrst		2	1	2	joy2way		60.606061	V			768	224	R	
mooncrs2	Moon Cresta (bootleg set 2)	bootleg	1980	Shooter / Gallery	mooncrst	mooncrst		2	1	2	joy2way		60.606061	V			768	224	R	
mooncrs3	Moon Cresta (bootleg set 3)	bootleg (Jeutel)	1980	Shooter / Gallery	mooncrst	mooncrst		2	1	2	joy2way		60.606061	V			768	224	R	
mooncrs4	Moon Crest (Moon Cresta bootleg)	bootleg (SG-Florence)	1980	Shooter / Gallery		mooncrst	mooncrst			2				V	3	4	768	224	R	
mooncrsa	Moon Cresta (Nichibutsu, old rev)		1980	Shooter / Gallery			mooncrst			2			60.60606	V	3	4	768	224	R	
mooncrsb	Moon Cresta (bootleg set 1)	bootleg	1980	Shooter / Gallery	mooncrst	mooncrst		2	1	2	joy2way		60.606061	V			768	224	R	
mooncrsg	Moon Cresta (Gremlin)		1980	Shooter / Gallery			mooncrst			2			60.60606	V	3	4	768	224	R	
